Well,X,Y,NTG
205-908,205,908,0.2298620281659421
205-909,205,909,0.2837208988550345
205-910,205,910,0.2804848352817768
205-912,205,912,0.3080076209535296
205-913,205,913,0.3414458615239214
205-914,205,914,0.32906477759839203
205-915,205,915,0.34410467547049023
205-917,205,917,0.3841668013038053
205-918,205,918,0.376022491373786
205-919,205,919,0.3466834812668414
205-920,205,920,0.3798920331568316
205-921,205,921,0.34280239086714986
205-922,205,922,0.3593579751417829
205-924,205,924,0.36429221397704464
205-925,205,925,0.41584937810185446
205-926,205,926,0.3040167596837386
205-928,205,928,0.32611036640879093
205-929,205,929,0.30947518016875153
205-930,205,930,0.30802393345249807
206-901,206,901,0.3136097938931408
206-902,206,902,0.27637556844180244
206-903,206,903,0.3686705275157714
206-904,206,904,0.2635580274814595
206-905,206,905,0.29598364441028646
206-906,206,906,0.20600093290288546
206-907,206,907,0.20732943735955528
206-908,206,908,0.2298620281659421
206-909,206,909,0.2837208988550345
206-910,206,910,0.2804848352817768
206-911,206,911,0.32292080549294
206-913,206,913,0.3414458615239214
206-915,206,915,0.34410467547049023
206-916,206,916,0.38010331049829565
206-917,206,917,0.3841668013038053
206-918,206,918,0.376022491373786
206-919,206,919,0.3466834812668414
206-920,206,920,0.35804869249099336
206-921,206,921,0.34280239086714986
206-922,206,922,0.3593579751417829
206-923,206,923,0.40066002347838087
206-924,206,924,0.36429221397704464
206-925,206,925,0.41584937810185446
206-926,206,926,0.3040167596837386
206-927,206,927,0.32008011139677667
206-928,206,928,0.32611036640879093
206-930,206,930,0.30802393345249807
207-901,207,901,0.3136097938931408
207-902,207,902,0.27637556844180244
207-903,207,903,0.3686705275157714
207-904,207,904,0.2635580274814595
207-905,207,905,0.29598364441028646
207-906,207,906,0.20600093290288546
207-908,207,908,0.2298620281659421
207-909,207,909,0.2837208988550345
207-911,207,911,0.32292080549294
207-913,207,913,0.3414458615239214
207-914,207,914,0.32906477759839203
207-915,207,915,0.38266681869036423
207-916,207,916,0.38010331049829565
207-917,207,917,0.3841668013038053
207-918,207,918,0.376022491373786
207-920,207,920,0.35804869249099336
207-921,207,921,0.3209590502013116
207-922,207,922,0.3593579751417829
207-923,207,923,0.3650551571926531
207-924,207,924,0.3286873476913168
207-925,207,925,0.3802445118161266
207-926,207,926,0.3040167596837386
207-928,207,928,0.32611036640879093
207-929,207,929,0.30947518016875153
208-901,208,901,0.3136097938931408
208-902,208,902,0.27637556844180244
208-903,208,903,0.3686705275157714
208-904,208,904,0.2635580274814595
208-905,208,905,0.29598364441028646
208-906,208,906,0.20600093290288546
208-907,208,907,0.20732943735955528
208-908,208,908,0.2298620281659421
208-909,208,909,0.2837208988550345
208-910,208,910,0.2804848352817768
208-911,208,911,0.32292080549294
208-912,208,912,0.3080076209535296
208-913,208,913,0.3414458615239214
208-914,208,914,0.36762692081826603
208-916,208,916,0.38010331049829565
208-917,208,917,0.3841668013038053
208-918,208,918,0.376022491373786
208-920,208,920,0.35804869249099336
208-921,208,921,0.3209590502013116
208-922,208,922,0.32375310885605507
208-923,208,923,0.3650551571926531
208-924,208,924,0.3286873476913168
208-926,208,926,0.3358136188800837
208-927,208,927,0.3518769705931218
208-928,208,928,0.32611036640879093
208-929,208,929,0.30947518016875153
208-930,208,930,0.30802393345249807
209-901,209,901,0.39923101996120053
209-902,209,902,0.36199679450986216
209-903,209,903,0.45429175358383117
209-904,209,904,0.3491792535495193
209-905,209,905,0.29598364441028646
209-906,209,906,0.20600093290288546
209-907,209,907,0.20732943735955528
209-908,209,908,0.2298620281659421
209-909,209,909,0.2837208988550345
209-910,209,910,0.2804848352817768
209-911,209,911,0.32292080549294
209-912,209,912,0.3080076209535296
209-913,209,913,0.3800080047437954
209-914,209,914,0.36762692081826603
209-915,209,915,0.38266681869036423
209-917,209,917,0.3841668013038053
209-918,209,918,0.376022491373786
209-919,209,919,0.3466834812668414
209-920,209,920,0.35804869249099336
209-921,209,921,0.3209590502013116
209-922,209,922,0.32375310885605507
209-923,209,923,0.3650551571926531
209-924,209,924,0.3286873476913168
209-925,209,925,0.3802445118161266
209-926,209,926,0.3358136188800837
209-927,209,927,0.3518769705931218
209-928,209,928,0.3579072256051361
209-929,209,929,0.30947518016875153
209-930,209,930,0.30802393345249807
210-901,210,901,0.39923101996120053
210-902,210,902,0.36199679450986216
210-903,210,903,0.45429175358383117
210-904,210,904,0.3491792535495193
210-905,210,905,0.3816048704783462
210-906,210,906,0.29162215897094523
210-907,210,907,0.292950663427615
210-908,210,908,0.31548325423400186
210-909,210,909,0.2837208988550345
210-910,210,910,0.2804848352817768
210-911,210,911,0.32292080549294
210-912,210,912,0.3465697641734036
210-913,210,913,0.3800080047437954
210-915,210,915,0.38266681869036423
210-917,210,917,0.3841668013038053
210-918,210,918,0.376022491373786
210-919,210,919,0.3466834812668414
210-920,210,920,0.35804869249099336
210-921,210,921,0.307197524581422
210-922,210,922,0.32375310885605507
210-924,210,924,0.3286873476913168
210-925,210,925,0.3802445118161266
210-926,210,926,0.3358136188800837
210-927,210,927,0.3518769705931218
210-928,210,928,0.3579072256051361
210-929,210,929,0.34127203936509665
210-930,210,930,0.3398207926488432
211-901,211,901,0.39923101996120053
211-902,211,902,0.36199679450986216
211-903,211,903,0.45429175358383117
211-904,211,904,0.3491792535495193
211-905,211,905,0.3816048704783462
211-906,211,906,0.29162215897094523
211-907,211,907,0.292950663427615
211-908,211,908,0.31548325423400186
211-909,211,909,0.3028639059222219
211-910,211,910,0.27159139015338446
211-911,211,911,0.361482948712814
211-912,211,912,0.3465697641734036
211-913,211,913,0.3800080047437954
211-915,211,915,0.38266681869036423
211-916,211,916,0.38010331049829565
211-917,211,917,0.3841668013038053
211-918,211,918,0.376022491373786
211-920,211,920,0.35804869249099336
211-921,211,921,0.307197524581422
211-922,211,922,0.32375310885605507
211-923,211,923,0.3650551571926531
211-925,211,925,0.3802445118161266
211-926,211,926,0.3358136188800837
211-929,211,929,0.34127203936509665
211-930,211,930,0.3398207926488432
212-901,212,901,0.39923101996120053
212-902,212,902,0.36199679450986216
212-903,212,903,0.45429175358383117
212-906,212,906,0.29162215897094523
212-907,212,907,0.292950663427615
212-908,212,908,0.31548325423400186
212-909,212,909,0.2748274537266421
212-910,212,910,0.27159139015338446
212-911,212,911,0.3140273603645476
212-912,212,912,0.3465697641734036
212-913,212,913,0.3800080047437954
212-914,212,914,0.36762692081826603
212-915,212,915,0.38266681869036423
212-916,212,916,0.38010331049829565
212-917,212,917,0.3841668013038053
212-918,212,918,0.376022491373786
212-919,212,919,0.3466834812668414
212-920,212,920,0.31906667547356554
212-922,212,922,0.32375310885605507
212-923,212,923,0.3650551571926531
212-924,212,924,0.3286873476913168
212-925,212,925,0.3802445118161266
212-926,212,926,0.3358136188800837
212-927,212,927,0.3518769705931218
212-928,212,928,0.3579072256051361
212-929,212,929,0.34127203936509665
212-930,212,930,0.3398207926488432
213-901,213,901,0.39923101996120053
213-902,213,902,0.36199679450986216
213-903,213,903,0.45429175358383117
213-904,213,904,0.3491792535495193
213-905,213,905,0.3816048704783462
213-906,213,906,0.29162215897094523
213-907,213,907,0.292950663427615
213-908,213,908,0.31548325423400186
213-909,213,909,0.2748274537266421
213-910,213,910,0.27159139015338446
213-911,213,911,0.3140273603645476
213-912,213,912,0.2991141758251372
213-913,213,913,0.3800080047437954
213-914,213,914,0.36762692081826603
213-915,213,915,0.38266681869036423
213-916,213,916,0.38010331049829565
213-917,213,917,0.3841668013038053
213-918,213,918,0.3370404743563582
213-919,213,919,0.3077014642494136
213-920,213,920,0.31906667547356554
213-921,213,921,0.2819770331838838
213-922,213,922,0.29853261745851684
213-923,213,923,0.3650551571926531
213-924,213,924,0.3286873476913168
213-925,213,925,0.3802445118161266
213-926,213,926,0.3358136188800837
213-927,213,927,0.3518769705931218
213-928,213,928,0.3579072256051361
213-929,213,929,0.31972571353792645
213-930,213,930,0.318274466821673
214-901,214,901,0.39923101996120053
214-902,214,902,0.36199679450986216
214-903,214,903,0.45429175358383117
214-905,214,905,0.3816048704783462
214-906,214,906,0.29162215897094523
214-907,214,907,0.292950663427615
214-908,214,908,0.28744680203842204
214-909,214,909,0.2748274537266421
214-910,214,910,0.27159139015338446
214-911,214,911,0.3140273603645476
214-912,214,912,0.2991141758251372
214-913,214,913,0.332552416395529
214-914,214,914,0.3201713324699997
214-915,214,915,0.38266681869036423
214-916,214,916,0.34112129348086784
214-917,214,917,0.3451847842863775
214-919,214,919,0.3077014642494136
214-920,214,920,0.31906667547356554
214-921,214,921,0.2819770331838838
214-922,214,922,0.29853261745851684
214-923,214,923,0.33983466579511484
214-924,214,924,0.3286873476913168
214-925,214,925,0.3802445118161266
214-926,214,926,0.3142672930529135
214-927,214,927,0.3303306447659516
214-928,214,928,0.3363608997779659
214-929,214,929,0.31972571353792645
214-930,214,930,0.318274466821673
215-901,215,901,0.39923101996120053
215-902,215,902,0.36199679450986216
215-903,215,903,0.45429175358383117
215-904,215,904,0.3491792535495193
215-905,215,905,0.3816048704783462
215-906,215,906,0.29162215897094523
215-907,215,907,0.292950663427615
215-908,215,908,0.28744680203842204
215-909,215,909,0.2748274537266421
215-911,215,911,0.3140273603645476
215-912,215,912,0.2991141758251372
215-914,215,914,0.3201713324699997
215-915,215,915,0.3436848016729364
215-917,215,917,0.3451847842863775
215-918,215,918,0.3370404743563582
215-919,215,919,0.3077014642494136
215-920,215,920,0.31906667547356554
215-922,215,922,0.29853261745851684
215-923,215,923,0.33983466579511484
215-924,215,924,0.30346685629377856
215-925,215,925,0.3586981859889564
215-926,215,926,0.3142672930529135
215-927,215,927,0.3303306447659516
215-929,215,929,0.31972571353792645
216-901,216,901,0.39923101996120053
216-903,216,903,0.45429175358383117
216-904,216,904,0.3491792535495193
216-905,216,905,0.3816048704783462
216-906,216,906,0.29162215897094523
216-907,216,907,0.26491421123203523
216-909,216,909,0.2748274537266421
216-910,216,910,0.27159139015338446
216-911,216,911,0.3140273603645476
216-912,216,912,0.2991141758251372
216-913,216,913,0.332552416395529
216-914,216,914,0.3201713324699997
216-915,216,915,0.3352112303420978
216-916,216,916,0.34112129348086784
216-918,216,918,0.3370404743563582
216-919,216,919,0.3077014642494136
216-921,216,921,0.2819770331838838
216-922,216,922,0.29853261745851684
216-923,216,923,0.33983466579511484
216-924,216,924,0.30346685629377856
216-925,216,925,0.3586981859889564
216-926,216,926,0.3142672930529135
216-928,216,928,0.3363608997779659
216-929,216,929,0.31972571353792645
216-930,216,930,0.318274466821673
217-901,217,901,0.39923101996120053
217-902,217,902,0.36199679450986216
217-903,217,903,0.45429175358383117
217-904,217,904,0.3491792535495193
217-905,217,905,0.3816048704783462
217-906,217,906,0.29162215897094523
217-907,217,907,0.26491421123203523
217-908,217,908,0.28744680203842204
217-909,217,909,0.2748274537266421
217-910,217,910,0.27159139015338446
217-911,217,911,0.3140273603645476
217-912,217,912,0.2991141758251372
217-913,217,913,0.332552416395529
217-914,217,914,0.3201713324699997
217-915,217,915,0.3352112303420978
217-916,217,916,0.34112129348086784
217-917,217,917,0.3451847842863775
217-918,217,918,0.3370404743563582
217-919,217,919,0.3077014642494136
217-920,217,920,0.31906667547356554
217-921,217,921,0.2819770331838838
217-923,217,923,0.33983466579511484
217-924,217,924,0.30346685629377856
217-925,217,925,0.3586981859889564
217-927,217,927,0.3303306447659516
217-928,217,928,0.3363608997779659
217-929,217,929,0.31972571353792645
217-930,217,930,0.318274466821673
218-901,218,901,0.39923101996120053
218-902,218,902,0.36199679450986216
218-903,218,903,0.45429175358383117
218-904,218,904,0.3491792535495193
218-906,218,906,0.2635857067753654
218-907,218,907,0.26491421123203523
218-908,218,908,0.28744680203842204
218-909,218,909,0.2748274537266421
218-910,218,910,0.27159139015338446
218-911,218,911,0.3140273603645476
218-912,218,912,0.2991141758251372
218-913,218,913,0.332552416395529
218-914,218,914,0.3201713324699997
218-915,218,915,0.3352112303420978
218-916,218,916,0.34112129348086784
218-917,218,917,0.3451847842863775
218-918,218,918,0.3370404743563582
218-919,218,919,0.3077014642494136
218-920,218,920,0.31906667547356554
218-921,218,921,0.2819770331838838
218-922,218,922,0.29853261745851684
218-923,218,923,0.33983466579511484
218-924,218,924,0.30346685629377856
218-925,218,925,0.3586981859889564
218-926,218,926,0.3142672930529135
218-927,218,927,0.3303306447659516
218-928,218,928,0.3363608997779659
219-901,219,901,0.4475829956925608
219-904,219,904,0.39753122928087953
219-905,219,905,0.4299568462097065
219-906,219,906,0.2635857067753654
219-908,219,908,0.28744680203842204
219-910,219,910,0.27159139015338446
219-911,219,911,0.3140273603645476
219-912,219,912,0.2991141758251372
219-914,219,914,0.3201713324699997
219-915,219,915,0.37159129807102137
219-916,219,916,0.36902778987895285
219-917,219,917,0.3451847842863775
219-918,219,918,0.3370404743563582
219-919,219,919,0.3077014642494136
219-920,219,920,0.31906667547356554
219-921,219,921,0.2819770331838838
219-922,219,922,0.29853261745851684
219-923,219,923,0.33983466579511484
219-925,219,925,0.3586981859889564
219-926,219,926,0.3142672930529135
219-927,219,927,0.3303306447659516
219-928,219,928,0.3363608997779659
219-929,219,929,0.31972571353792645
220-901,220,901,0.4475829956925608
220-902,220,902,0.41034877024122246
220-903,220,903,0.5026437293151913
220-904,220,904,0.39753122928087953
220-905,220,905,0.4299568462097065
220-906,220,906,0.3399741347023055
220-907,220,907,0.26491421123203523
220-908,220,908,0.28744680203842204
220-909,220,909,0.2748274537266421
220-910,220,910,0.27159139015338446
220-911,220,911,0.3140273603645476
220-912,220,912,0.2991141758251372
220-913,220,913,0.332552416395529
220-914,220,914,0.35655140019892323
220-915,220,915,0.37159129807102137
220-916,220,916,0.36902778987895285
220-917,220,917,0.3730912806844625
220-918,220,918,0.36494697075444316
220-919,220,919,0.3077014642494136
220-920,220,920,0.31906667547356554
220-921,220,921,0.2819770331838838
220-922,220,922,0.29853261745851684
220-924,220,924,0.30346685629377856
220-925,220,925,0.3586981859889564
220-926,220,926,0.3142672930529135
220-927,220,927,0.3303306447659516
220-928,220,928,0.3363608997779659
220-929,220,929,0.31972571353792645
220-930,220,930,0.318274466821673
221-903,221,903,0.5026437293151913
221-904,221,904,0.39753122928087953
221-905,221,905,0.4299568462097065
221-906,221,906,0.3399741347023055
221-907,221,907,0.26491421123203523
221-908,221,908,0.28744680203842204
221-909,221,909,0.2748274537266421
221-910,221,910,0.27159139015338446
221-911,221,911,0.3140273603645476
221-912,221,912,0.2991141758251372
221-913,221,913,0.36893248412445256
221-914,221,914,0.35655140019892323
221-915,221,915,0.37159129807102137
221-916,221,916,0.36902778987895285
221-917,221,917,0.3730912806844625
221-918,221,918,0.36494697075444316
221-919,221,919,0.3356079606474986
221-920,221,920,0.2805030481239444
221-921,221,921,0.24341340583426263
221-922,221,922,0.2599689901088957
221-923,221,923,0.3012710384454937
221-924,221,924,0.2649032289441574
221-925,221,925,0.31646039306896717
221-926,221,926,0.3142672930529135
221-927,221,927,0.3303306447659516
221-928,221,928,0.3363608997779659
221-929,221,929,0.31972571353792645
221-930,221,930,0.318274466821673
222-901,222,901,0.4475829956925608
222-902,222,902,0.41034877024122246
222-903,222,903,0.5026437293151913
222-904,222,904,0.39753122928087953
222-905,222,905,0.4299568462097065
222-906,222,906,0.3399741347023055
222-907,222,907,0.2686746182328006
222-908,222,908,0.2912072090391874
222-909,222,909,0.27858786072740743
222-910,222,910,0.2753517971541498
222-911,222,911,0.31778776736531295
222-912,222,912,0.33549424355406077
222-913,222,913,0.36893248412445256
222-914,222,914,0.35655140019892323
222-916,222,916,0.36902778987895285
222-918,222,918,0.36494697075444316
222-919,222,919,0.3356079606474986
222-920,222,920,0.2805030481239444
222-921,222,921,0.24341340583426263
222-922,222,922,0.2599689901088957
222-923,222,923,0.3012710384454937
222-924,222,924,0.2649032289441574
222-925,222,925,0.31646039306896717
222-926,222,926,0.331043895714556
222-927,222,927,0.3471072474275941
222-928,222,928,0.3531375024396084
222-929,222,929,0.33650231619956894
222-930,222,930,0.3350510694833155
223-901,223,901,0.4475829956925608
223-902,223,902,0.41034877024122246
223-903,223,903,0.5026437293151913
223-904,223,904,0.39753122928087953
223-906,223,906,0.26734611377613077
223-907,223,907,0.2686746182328006
223-908,223,908,0.2912072090391874
223-909,223,909,0.27858786072740743
223-910,223,910,0.2753517971541498
223-911,223,911,0.31778776736531295
223-912,223,912,0.33549424355406077
223-913,223,913,0.36893248412445256
223-914,223,914,0.35655140019892323
223-915,223,915,0.37159129807102137
223-916,223,916,0.36902778987895285
223-917,223,917,0.3730912806844625
223-918,223,918,0.36494697075444316
223-919,223,919,0.2691378368997924
223-920,223,920,0.2805030481239444
223-921,223,921,0.24341340583426263
223-922,223,922,0.2599689901088957
223-923,223,923,0.3012710384454937
223-924,223,924,0.2649032289441574
223-925,223,925,0.31646039306896717
223-926,223,926,0.331043895714556
223-927,223,927,0.3471072474275941
223-928,223,928,0.3531375024396084
223-929,223,929,0.33650231619956894
224-901,224,901,0.4475829956925608
224-902,224,902,0.41034877024122246
224-903,224,903,0.5026437293151913
224-904,224,904,0.39753122928087953
224-905,224,905,0.4299568462097065
224-906,224,906,0.26734611377613077
224-908,224,908,0.2912072090391874
224-909,224,909,0.27858786072740743
224-910,224,910,0.2753517971541498
224-911,224,911,0.31778776736531295
224-912,224,912,0.33549424355406077
224-913,224,913,0.36893248412445256
224-914,224,914,0.35655140019892323
224-916,224,916,0.36902778987895285
224-917,224,917,0.3730912806844625
224-918,224,918,0.36494697075444316
224-919,224,919,0.2691378368997924
224-920,224,920,0.2805030481239444
224-921,224,921,0.24341340583426263
224-922,224,922,0.2599689901088957
224-923,224,923,0.3012710384454937
224-924,224,924,0.2649032289441574
224-925,224,925,0.3754747886505989
224-926,224,926,0.331043895714556
224-927,224,927,0.3471072474275941
224-928,224,928,0.3531375024396084
224-929,224,929,0.33650231619956894
224-930,224,930,0.3350510694833155
225-901,225,901,0.4475829956925608
225-902,225,902,0.41034877024122246
225-903,225,903,0.5026437293151913
225-904,225,904,0.39753122928087953
225-905,225,905,0.35732882528353177
225-906,225,906,0.26734611377613077
225-907,225,907,0.2686746182328006
225-909,225,909,0.27858786072740743
225-910,225,910,0.2753517971541498
225-911,225,911,0.31778776736531295
225-912,225,912,0.30287458282590257
225-913,225,913,0.36893248412445256
225-914,225,914,0.35655140019892323
225-915,225,915,0.37159129807102137
225-917,225,917,0.3730912806844625
225-918,225,918,0.36494697075444316
225-919,225,919,0.2691378368997924
225-920,225,920,0.2805030481239444
225-923,225,923,0.3012710384454937
225-924,225,924,0.2649032289441574
225-925,225,925,0.3754747886505989
225-926,225,926,0.331043895714556
225-927,225,927,0.3471072474275941
225-929,225,929,0.33650231619956894
225-930,225,930,0.3350510694833155
226-901,226,901,0.4475829956925608
226-902,226,902,0.41034877024122246
226-903,226,903,0.5026437293151913
226-904,226,904,0.39753122928087953
226-905,226,905,0.35732882528353177
226-906,226,906,0.26734611377613077
226-907,226,907,0.2686746182328006
226-908,226,908,0.2912072090391874
226-910,226,910,0.2753517971541498
226-911,226,911,0.31778776736531295
226-912,226,912,0.30287458282590257
226-913,226,913,0.36893248412445256
226-914,226,914,0.35655140019892323
226-915,226,915,0.37159129807102137
226-916,226,916,0.36902778987895285
226-917,226,917,0.3730912806844625
226-918,226,918,0.36494697075444316
226-919,226,919,0.2691378368997924
226-920,226,920,0.2805030481239444
226-921,226,921,0.24341340583426263
226-922,226,922,0.2599689901088957
226-923,226,923,0.3012710384454937
226-924,226,924,0.2649032289441574
226-925,226,925,0.3754747886505989
226-927,226,927,0.3471072474275941
226-930,226,930,0.3350510694833155
227-901,227,901,0.4475829956925608
227-903,227,903,0.5026437293151913
227-904,227,904,0.3249032083547048
227-905,227,905,0.35732882528353177
227-906,227,906,0.26734611377613077
227-907,227,907,0.2686746182328006
227-908,227,908,0.2912072090391874
227-910,227,910,0.2753517971541498
227-911,227,911,0.31778776736531295
227-912,227,912,0.29564616936873517
227-913,227,913,0.32908440993912697
227-914,227,914,0.35655140019892323
227-915,227,915,0.37159129807102137
227-916,227,916,0.36902778987895285
227-917,227,917,0.3730912806844625
227-918,227,918,0.3528769482836321
227-919,227,919,0.2691378368997924
227-920,227,920,0.2805030481239444
227-921,227,921,0.24341340583426263
227-922,227,922,0.2599689901088957
227-923,227,923,0.3012710384454937
227-924,227,924,0.2649032289441574
227-925,227,925,0.3754747886505989
227-926,227,926,0.331043895714556
227-927,227,927,0.3471072474275941
227-928,227,928,0.3531375024396084
227-929,227,929,0.33650231619956894
227-930,227,930,0.3350510694833155
228-902,228,902,0.41034877024122246
228-903,228,903,0.5026437293151913
228-904,228,904,0.3249032083547048
228-905,228,905,0.35732882528353177
228-906,228,906,0.26734611377613077
228-907,228,907,0.2686746182328006
228-909,228,909,0.27858786072740743
228-910,228,910,0.26812338369698235
228-911,228,911,0.31055935390814554
228-913,228,913,0.32908440993912697
228-914,228,914,0.3167033260135976
228-915,228,915,0.37159129807102137
228-916,228,916,0.3569577674081417
228-917,228,917,0.3610212582136514
228-918,228,918,0.3528769482836321
228-919,228,919,0.32353793817668747
228-920,228,920,0.33490314940083943
228-921,228,921,0.29781350711115767
228-922,228,922,0.2599689901088957
228-923,228,923,0.3012710384454937
228-924,228,924,0.3239176245257891
228-925,228,925,0.3754747886505989
228-926,228,926,0.331043895714556
228-927,228,927,0.3471072474275941
228-928,228,928,0.3531375024396084
228-929,228,929,0.33650231619956894
228-930,228,930,0.3350510694833155
229-901,229,901,0.4475829956925608
229-902,229,902,0.41034877024122246
229-903,229,903,0.43001570838901665
229-904,229,904,0.3249032083547048
229-905,229,905,0.35732882528353177
229-906,229,906,0.26734611377613077
229-907,229,907,0.2686746182328006
229-908,229,908,0.28397879558202
229-909,229,909,0.27135944727024003
229-910,229,910,0.26812338369698235
229-911,229,911,0.31055935390814554
229-912,229,912,0.29564616936873517
229-913,229,913,0.32908440993912697
229-914,229,914,0.3167033260135976
229-915,229,915,0.3595212756002103
229-916,229,916,0.3569577674081417
229-917,229,917,0.3610212582136514
229-918,229,918,0.3528769482836321
229-919,229,919,0.32353793817668747
229-921,229,921,0.29781350711115767
229-922,229,922,0.3143690913857907
229-923,229,923,0.35567113972238873
229-924,229,924,0.3239176245257891
229-927,229,927,0.3471072474275941
229-928,229,928,0.3195778209137905
229-929,229,929,0.30294263467375104
229-930,229,930,0.3014913879574976
230-901,230,901,0.4475829956925608
230-902,230,902,0.33772074931504775
230-903,230,903,0.43001570838901665
230-904,230,904,0.3249032083547048
230-905,230,905,0.35732882528353177
230-906,230,906,0.26011770031896336
230-907,230,907,0.26144620477563313
230-909,230,909,0.27135944727024003
230-910,230,910,0.26812338369698235
230-911,230,911,0.31055935390814554
230-912,230,912,0.29564616936873517
230-913,230,913,0.32908440993912697
230-914,230,914,0.3167033260135976
230-915,230,915,0.3595212756002103
230-916,230,916,0.3569577674081417
230-917,230,917,0.3610212582136514
230-918,230,918,0.3528769482836321
230-919,230,919,0.32353793817668747
230-920,230,920,0.33490314940083943
230-922,230,922,0.3143690913857907
230-923,230,923,0.35567113972238873
230-924,230,924,0.31930333022105245
230-925,230,925,0.3754747886505989
230-926,230,926,0.2974842141887381
230-927,230,927,0.3135475659017762
230-928,230,928,0.3195778209137905
230-929,230,929,0.30294263467375104
230-930,230,930,0.3014913879574976
231-901,231,901,0.4607337344610602
231-902,231,902,0.42349950900972183
231-903,231,903,0.5157944680836908
231-904,231,904,0.4106819680493789
231-905,231,905,0.3501004118263643
231-906,231,906,0.26011770031896336
231-907,231,907,0.26144620477563313
231-908,231,908,0.28397879558202
231-909,231,909,0.27135944727024003
231-910,231,910,0.26812338369698235
231-911,231,911,0.31055935390814554
231-912,231,912,0.29564616936873517
231-913,231,913,0.32908440993912697
231-914,231,914,0.3167033260135976
231-915,231,915,0.3595212756002103
231-916,231,916,0.3569577674081417
